Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.060825 s; user: 0.060826 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.028436 s; user: 0.028438 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.030563 s; user: 0.030566 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.134523 s; user: 0.134527 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.088892 s; user: 0.088894 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.096771 s; user: 0.096774 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.436080 s; user: 0.436074 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.341929 s; user: 0.341933 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.360131 s; user: 0.360128 s
