Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.038051 s; user: 0.037917 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.015545 s; user: 0.015547 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.016177 s; user: 0.016178 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.069494 s; user: 0.069427 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.040071 s; user: 0.040074 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.046671 s; user: 0.046548 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.199313 s; user: 0.199122 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147502 s; user: 0.147437 s
Testing UnsaturatedSolinas 2^196-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 100433627766186892221372630771322662657637687111424552206336; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158667 s; user: 0.158471 s
