Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.128336 s; user: 0.128337 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.046155 s; user: 0.046147 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.047949 s; user: 0.047950 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.205853 s; user: 0.205856 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.108391 s; user: 0.108387 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.114120 s; user: 0.114123 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.515888 s; user: 0.515884 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.362459 s; user: 0.362463 s
Testing UnsaturatedSolinas 2^338-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.384888 s; user: 0.384893 s
