Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.033605 s; user: 0.033513 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.014095 s; user: 0.014098 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.015770 s; user: 0.015771 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.064875 s; user: 0.064878 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.039911 s; user: 0.039869 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.044122 s; user: 0.044126 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.197237 s; user: 0.197241 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147978 s; user: 0.147971 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158488 s; user: 0.158491 s
