Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.122779 s; user: 0.122251 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.043666 s; user: 0.043585 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045142 s; user: 0.044956 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.197895 s; user: 0.197206 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.108236 s; user: 0.107814 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.115846 s; user: 0.115423 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.503437 s; user: 0.498481 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.353893 s; user: 0.352720 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.379900 s; user: 0.378549 s
