Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.248646 s; user: 0.248551 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.106826 s; user: 0.106829 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.109419 s; user: 0.109421 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.484164 s; user: 0.484154 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.310658 s; user: 0.308509 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.328186 s; user: 0.328180 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.449248 s; user: 1.449157 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.122957 s; user: 1.122948 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.173724 s; user: 1.171640 s
