Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.061552 s; user: 0.061552 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.029731 s; user: 0.029733 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.031492 s; user: 0.031494 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.137194 s; user: 0.137197 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.090169 s; user: 0.090171 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.095407 s; user: 0.095409 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.437471 s; user: 0.437467 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.343323 s; user: 0.343328 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 6; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.362254 s; user: 0.362248 s
