Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.253209 s; user: 0.253212 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.106608 s; user: 0.106610 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.113911 s; user: 0.113915 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.488170 s; user: 0.488167 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.309437 s; user: 0.309440 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.325176 s; user: 0.325180 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.432053 s; user: 1.432015 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.114449 s; user: 1.114447 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.158698 s; user: 1.158698 s
