Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.041424 s; user: 0.041374 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.019412 s; user: 0.019413 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.021045 s; user: 0.021046 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.089317 s; user: 0.089319 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.059992 s; user: 0.059994 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.065581 s; user: 0.065583 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.298497 s; user: 0.298503 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.235045 s; user: 0.235035 s
Testing UnsaturatedSolinas 2^130-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 1361129467683753853853498429727072845824; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.247889 s; user: 0.247893 s
