Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.059622 s; user: 0.059580 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.023779 s; user: 0.023781 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.024735 s; user: 0.024736 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.111348 s; user: 0.111350 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.063114 s; user: 0.063117 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.068298 s; user: 0.068300 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.319617 s; user: 0.319610 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.234023 s; user: 0.234028 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.251820 s; user: 0.251795 s
