Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.042205 s; user: 0.042205 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.016333 s; user: 0.016335 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.017722 s; user: 0.017723 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.074813 s; user: 0.074817 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.043005 s; user: 0.043007 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045854 s; user: 0.045856 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.205772 s; user: 0.205769 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.148036 s; user: 0.148038 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.159876 s; user: 0.159879 s
