Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.102684 s; user: 0.102619 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.039291 s; user: 0.039293 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.040979 s; user: 0.040981 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.179204 s; user: 0.179023 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.098768 s; user: 0.098659 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.105344 s; user: 0.105274 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.480812 s; user: 0.480229 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.348979 s; user: 0.348601 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.373209 s; user: 0.372844 s
