Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.060022 s; user: 0.060022 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.024466 s; user: 0.024468 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.024735 s; user: 0.024736 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.106697 s; user: 0.106699 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.065040 s; user: 0.065043 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.067062 s; user: 0.067064 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.314263 s; user: 0.314258 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.231885 s; user: 0.231889 s
Testing UnsaturatedSolinas 2^230-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1725436586697640946858688965569256363112777243042596638790631055949824; c := [(1, 27)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.247203 s; user: 0.247206 s
