Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.035950 s; user: 0.035950 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.014984 s; user: 0.014985 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.016306 s; user: 0.016307 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.068074 s; user: 0.068076 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.040265 s; user: 0.040268 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.044076 s; user: 0.044078 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.203549 s; user: 0.203552 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.149875 s; user: 0.149877 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.160458 s; user: 0.160430 s
