Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.200865 s; user: 0.200868 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.071887 s; user: 0.071889 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.074484 s; user: 0.074486 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.308510 s; user: 0.308514 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.159068 s; user: 0.159060 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.168802 s; user: 0.168806 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.729112 s; user: 0.729120 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.509304 s; user: 0.509295 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.532687 s; user: 0.532693 s
