Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.061455 s; user: 0.061312 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.025161 s; user: 0.025162 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.026234 s; user: 0.026230 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.112408 s; user: 0.112409 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.061875 s; user: 0.061877 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.067519 s; user: 0.067522 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.321670 s; user: 0.321673 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.235349 s; user: 0.235342 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.256184 s; user: 0.255934 s
