Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.416462 s; user: 0.416465 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.145858 s; user: 0.145860 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.150699 s; user: 0.150700 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.615037 s; user: 0.614847 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.306965 s; user: 0.306967 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.321882 s; user: 0.321876 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.337147 s; user: 1.337109 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.921607 s; user: 0.921603 s
Testing UnsaturatedSolinas 2^444-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788416; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.961439 s; user: 0.961439 s
