Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.034202 s; user: 0.034202 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.014128 s; user: 0.014130 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.014949 s; user: 0.014924 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.065752 s; user: 0.065753 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.037761 s; user: 0.037754 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.042889 s; user: 0.042892 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.196003 s; user: 0.196007 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.146276 s; user: 0.146280 s
Testing UnsaturatedSolinas 2^166-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 93536104789177786765035829293842113257979682750464; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.156442 s; user: 0.156444 s
