Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.038697 s; user: 0.038697 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.015107 s; user: 0.015108 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.016287 s; user: 0.016289 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.070568 s; user: 0.070571 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.040851 s; user: 0.040854 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.043126 s; user: 0.043128 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.205289 s; user: 0.205292 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.150849 s; user: 0.150851 s
Testing UnsaturatedSolinas 2^212-29 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 6582018229284824168619876730229402019930943462534319453394436096; c := [(1, 29)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.160426 s; user: 0.160421 s
