Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.375050 s; user: 0.375051 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.133438 s; user: 0.133443 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.139661 s; user: 0.139647 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.567253 s; user: 0.567259 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.292292 s; user: 0.292296 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.315185 s; user: 0.315167 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.300545 s; user: 1.300539 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.912214 s; user: 0.912210 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.955958 s; user: 0.955935 s
