Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.020838 s; user: 0.020819 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.008236 s; user: 0.008207 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.008978 s; user: 0.008981 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.039041 s; user: 0.039044 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.023498 s; user: 0.023499 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.025519 s; user: 0.025483 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.118563 s; user: 0.118565 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.085302 s; user: 0.085303 s
Testing UnsaturatedSolinas 2^152-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 5708990770823839524233143877797980545530986496; c := [(1, 17)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.092404 s; user: 0.092406 s
