Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.372292 s; user: 0.372284 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.134049 s; user: 0.134052 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.138371 s; user: 0.138374 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.571387 s; user: 0.571381 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.298481 s; user: 0.298485 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.311493 s; user: 0.311497 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.301517 s; user: 1.301500 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.912072 s; user: 0.912070 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.953149 s; user: 0.953136 s
