Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.339434 s; user: 0.339399 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.144121 s; user: 0.144124 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.148087 s; user: 0.148091 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.642108 s; user: 0.642106 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.402247 s; user: 0.402252 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.425242 s; user: 0.425233 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.835148 s; user: 1.835151 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.420717 s; user: 1.420693 s
Testing UnsaturatedSolinas 2^256-189 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 11; s := 115792089237316195423570985008687907853269984665640564039457584007913129639936; c := [(1, 189)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.460454 s; user: 1.460455 s
