Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.032040 s; user: 0.031962 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.013172 s; user: 0.013175 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.014128 s; user: 0.013966 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.061529 s; user: 0.061463 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.037673 s; user: 0.037675 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.041210 s; user: 0.041148 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.199408 s; user: 0.199210 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147479 s; user: 0.147355 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158853 s; user: 0.158660 s
