Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.877410 s; user: 1.877378 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.722795 s; user: 0.722763 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.736444 s; user: 0.736435 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.913008 s; user: 2.912974 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.626923 s; user: 1.626891 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.669027 s; user: 1.668995 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 6.675099 s; user: 6.674983 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 5.049508 s; user: 5.049409 s
Testing UnsaturatedSolinas 2^413-21 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 18; s := 21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736192; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 5.096886 s; user: 5.096839 s
