Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.075338 s; user: 0.074983 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.026818 s; user: 0.026738 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.028857 s; user: 0.028768 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.126843 s; user: 0.126370 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.066161 s; user: 0.066163 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.073054 s; user: 0.072942 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.331631 s; user: 0.331380 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.237883 s; user: 0.237593 s
Testing UnsaturatedSolinas 2^285-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 62165404551223330269422781018352605012557018849668464680057997111644937126566671941632; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.253392 s; user: 0.253104 s
