Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.064315 s; user: 0.064316 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.024927 s; user: 0.024929 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.027091 s; user: 0.027094 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.115253 s; user: 0.115249 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.062479 s; user: 0.062482 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.065623 s; user: 0.065626 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.309223 s; user: 0.309227 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.225111 s; user: 0.225104 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.241102 s; user: 0.241105 s
