Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.267667 s; user: 0.267656 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.093572 s; user: 0.093568 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.096852 s; user: 0.096855 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.405737 s; user: 0.405742 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.212601 s; user: 0.212605 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.226959 s; user: 0.226946 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.978022 s; user: 0.978021 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.679555 s; user: 0.679561 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 8; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.715704 s; user: 0.715696 s
