Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.053582 s; user: 0.053539 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.021635 s; user: 0.021636 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.022488 s; user: 0.022491 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.100480 s; user: 0.100483 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.059083 s; user: 0.059087 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.064695 s; user: 0.064697 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.302257 s; user: 0.302261 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.225051 s; user: 0.225041 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.240489 s; user: 0.240492 s
