Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.247057 s; user: 0.247058 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.104701 s; user: 0.104704 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.110990 s; user: 0.110993 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.487164 s; user: 0.487161 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.308900 s; user: 0.308873 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.327415 s; user: 0.327420 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.427706 s; user: 1.427699 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.103200 s; user: 1.103165 s
Testing UnsaturatedSolinas 2^222-117 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 6739986666787659948666753771754907668409286105635143120275902562304; c := [(1, 117)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.156739 s; user: 1.156713 s
