Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.042893 s; user: 0.042893 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.016449 s; user: 0.016452 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.018043 s; user: 0.018044 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.077487 s; user: 0.077490 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.043010 s; user: 0.043013 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045969 s; user: 0.045972 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.207603 s; user: 0.207596 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.149134 s; user: 0.149138 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.158601 s; user: 0.158603 s
