Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.161254 s; user: 0.160689 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.059931 s; user: 0.059744 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.062514 s; user: 0.062354 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.269797 s; user: 0.268810 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.143992 s; user: 0.143549 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.157034 s; user: 0.156351 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.696738 s; user: 0.694279 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.503816 s; user: 0.501989 s
Testing UnsaturatedSolinas 2^321-9 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.538077 s; user: 0.536153 s
