Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.056640 s; user: 0.056630 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.023071 s; user: 0.023072 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.024719 s; user: 0.024707 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.106115 s; user: 0.106118 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.062018 s; user: 0.062020 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.068169 s; user: 0.068171 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.314401 s; user: 0.314387 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.234262 s; user: 0.234264 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.246372 s; user: 0.246375 s
