Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.561549 s; user: 0.561545 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.188854 s; user: 0.188858 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.194830 s; user: 0.194834 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.766966 s; user: 0.766959 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.348223 s; user: 0.348214 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.360914 s; user: 0.360912 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.492069 s; user: 1.492067 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.956660 s; user: 0.956657 s
Testing UnsaturatedSolinas 2^521-1 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.001267 s; user: 1.001248 s
