Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.133375 s; user: 0.133376 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.058955 s; user: 0.058958 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.063170 s; user: 0.063174 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.278464 s; user: 0.278467 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.176588 s; user: 0.176580 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.189403 s; user: 0.189405 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.843678 s; user: 0.843655 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.657423 s; user: 0.657429 s
Testing UnsaturatedSolinas 2^194-33 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 25108406941546723055343157692830665664409421777856138051584; c := [(1, 33)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.693064 s; user: 0.693059 s
