Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.040058 s; user: 0.040058 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.016276 s; user: 0.016248 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.016971 s; user: 0.016973 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.073958 s; user: 0.073961 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.042474 s; user: 0.042476 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045858 s; user: 0.045860 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.205771 s; user: 0.205768 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.148281 s; user: 0.148284 s
Testing UnsaturatedSolinas 2^206-5 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 4; s := 102844034832575377634685573909834406561420991602098741459288064; c := [(1, 5)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.159207 s; user: 0.159210 s
