Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.088610 s; user: 0.088578 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.039474 s; user: 0.039476 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.042019 s; user: 0.042021 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.193885 s; user: 0.193888 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.127079 s; user: 0.127081 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.136293 s; user: 0.136296 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.613577 s; user: 0.613577 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.479323 s; user: 0.479328 s
Testing UnsaturatedSolinas 2^150-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 7; s := 1427247692705959881058285969449495136382746624; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.509683 s; user: 0.509643 s
