Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.098880 s; user: 0.098881 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.038880 s; user: 0.038873 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.040211 s; user: 0.040214 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.168798 s; user: 0.168801 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.095239 s; user: 0.095241 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.101032 s; user: 0.101035 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.468596 s; user: 0.468602 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.342268 s; user: 0.342260 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.363499 s; user: 0.363504 s
