Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.409589 s; user: 1.409555 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.543637 s; user: 0.543637 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.548436 s; user: 0.548433 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.229985 s; user: 2.229963 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.253134 s; user: 1.253098 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.286289 s; user: 1.286291 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 5.136046 s; user: 5.135966 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 3.797468 s; user: 3.797400 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 3.930060 s; user: 3.929992 s
