Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.191456 s; user: 0.191459 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.080574 s; user: 0.080566 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.083572 s; user: 0.083574 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.362104 s; user: 0.362109 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.229732 s; user: 0.229736 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.244922 s; user: 0.244916 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.079212 s; user: 1.079207 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.836496 s; user: 0.836465 s
Testing UnsaturatedSolinas 2^221-3 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 9; s := 3369993333393829974333376885877453834204643052817571560137951281152; c := [(1, 3)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.877974 s; user: 0.877971 s
