Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.020398 s; user: 0.020322 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.008240 s; user: 0.008228 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.008689 s; user: 0.008692 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.037196 s; user: 0.037198 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.022617 s; user: 0.022621 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.025127 s; user: 0.025001 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.117010 s; user: 0.116936 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.086294 s; user: 0.086169 s
Testing UnsaturatedSolinas 2^137-13 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 174224571863520493293247799005065324265472; c := [(1, 13)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.091967 s; user: 0.091902 s
