Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.064438 s; user: 0.064439 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.030942 s; user: 0.030943 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.033082 s; user: 0.033082 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.145289 s; user: 0.145291 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.093550 s; user: 0.093552 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.093710 s; user: 0.093712 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.433347 s; user: 0.433352 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.342330 s; user: 0.342325 s
Testing UnsaturatedSolinas 2^127-1 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 6; s := 170141183460469231731687303715884105728; c := [(1, 1)]; idxs := [0, 1, 2, 3, 4, 5, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.359886 s; user: 0.359891 s
