Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.052571 s; user: 0.052504 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.021779 s; user: 0.021781 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.023975 s; user: 0.023967 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.102564 s; user: 0.102566 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.061386 s; user: 0.061388 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.066329 s; user: 0.066330 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.304540 s; user: 0.304544 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.232017 s; user: 0.231990 s
Testing UnsaturatedSolinas 2^190-11 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 1569275433846670190958947355801916604025588861116008628224; c := [(1, 11)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.244669 s; user: 0.244663 s
