Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.061106 s; user: 0.061071 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.024353 s; user: 0.024355 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.026640 s; user: 0.026641 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.112019 s; user: 0.112022 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.062975 s; user: 0.062977 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.068141 s; user: 0.068143 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.317261 s; user: 0.317257 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.231018 s; user: 0.231015 s
Testing UnsaturatedSolinas 2^235-15 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 5; s := 55213970774324510299478046898216203619608871777363092441300193790394368; c := [(1, 15)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.248907 s; user: 0.248910 s
