Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.105487 s; user: 1.105451 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.429228 s; user: 0.429232 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.434871 s; user: 0.434866 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.801444 s; user: 1.801427 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.021052 s; user: 1.021021 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.066447 s; user: 1.066441 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 4.349651 s; user: 4.349614 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 3.265275 s; user: 3.265214 s
Testing UnsaturatedSolinas 2^369-25 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 15; s := 1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712; c := [(1, 25)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 3.347061 s; user: 3.347010 s
