Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.314916 s; user: 1.314908 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.501370 s; user: 0.501361 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.507746 s; user: 0.507734 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.086266 s; user: 2.086257 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.196055 s; user: 1.196032 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.244394 s; user: 1.244392 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 5.063487 s; user: 5.063441 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 3.809978 s; user: 3.809947 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 3.886345 s; user: 3.886300 s
