Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.194257 s; user: 0.194257 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.068490 s; user: 0.068491 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.073797 s; user: 0.073799 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.306698 s; user: 0.306700 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.161855 s; user: 0.161843 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.168863 s; user: 0.168857 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.733000 s; user: 0.732992 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.510829 s; user: 0.510834 s
Testing UnsaturatedSolinas 2^379-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.537627 s; user: 0.537621 s
