Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.197136 s; user: 0.197138 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.082896 s; user: 0.082899 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.089419 s; user: 0.089423 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.379256 s; user: 0.379245 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.233441 s; user: 0.233444 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.255146 s; user: 0.255149 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.121399 s; user: 1.121386 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.880586 s; user: 0.880583 s
Testing UnsaturatedSolinas 2^226-5 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 107839786668602559178668060348078522694548577690162289924414440996864; c := [(1, 5)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.924845 s; user: 0.924825 s
