Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.063523 s; user: 0.063477 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.024766 s; user: 0.024768 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.025606 s; user: 0.025608 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.110136 s; user: 0.110139 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.062720 s; user: 0.062722 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.067402 s; user: 0.067403 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.305877 s; user: 0.305881 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.229368 s; user: 0.229370 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 5; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.241283 s; user: 0.241276 s
