Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.862371 s; user: 0.862369 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.292727 s; user: 0.292730 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.302056 s; user: 0.302049 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.180321 s; user: 1.180320 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.554232 s; user: 0.554238 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.582722 s; user: 0.582713 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.332409 s; user: 2.332403 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.537313 s; user: 1.537311 s
Testing UnsaturatedSolinas 2^511-481 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 11; s := 6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048; c := [(1, 481)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.593580 s; user: 1.593578 s
