Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.623475 s; user: 0.623469 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.213122 s; user: 0.213124 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.216885 s; user: 0.216888 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.872186 s; user: 0.872177 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.429585 s; user: 0.429581 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.444238 s; user: 0.444243 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.792802 s; user: 1.792796 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.209914 s; user: 1.209908 s
Testing UnsaturatedSolinas 2^489-21 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 10; s := 1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 1.267606 s; user: 1.267601 s
