Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.493330 s; user: 1.493301 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.572347 s; user: 0.572353 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.575651 s; user: 0.575643 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.263960 s; user: 2.263943 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.268633 s; user: 1.268620 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.295962 s; user: 1.295948 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 5.186558 s; user: 5.186504 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 3.876799 s; user: 3.876758 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 16; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 3.961141 s; user: 3.961109 s
