Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.568708 s; user: 1.567018 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.603082 s; user: 0.602348 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.607407 s; user: 0.606789 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.527194 s; user: 2.524327 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.448982 s; user: 1.447391 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.490165 s; user: 1.488467 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 5.966867 s; user: 5.957639 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 4.508679 s; user: 4.493721 s
Testing UnsaturatedSolinas 2^383-421 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 17; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 421)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 4.558218 s; user: 4.553091 s
