Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.204114 s; user: 0.204116 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.071558 s; user: 0.071560 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.075863 s; user: 0.075867 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.312728 s; user: 0.312721 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.163459 s; user: 0.163430 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.169700 s; user: 0.169704 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.728333 s; user: 0.728322 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.505759 s; user: 0.505766 s
Testing UnsaturatedSolinas 2^389-21 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818112; c := [(1, 21)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.534531 s; user: 0.534528 s
