Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.293020 s; user: 0.293023 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.101968 s; user: 0.101971 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.107908 s; user: 0.107911 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.434294 s; user: 0.434290 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.224909 s; user: 0.224912 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.230958 s; user: 0.230962 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.992054 s; user: 0.992024 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.688747 s; user: 0.688739 s
Testing UnsaturatedSolinas 2^414-17 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472384; c := [(1, 17)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.722454 s; user: 0.722452 s
