Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 3.404118 s; user: 3.404112 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.251587 s; user: 1.251581 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.270075 s; user: 1.270014 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 4.824512 s; user: 4.824502 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 2.491232 s; user: 2.491245 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 2.554979 s; user: 2.554978 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 9.965873 s; user: 9.965915 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 7.215203 s; user: 7.215141 s
Testing UnsaturatedSolinas 2^495-31 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 20; s := 102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 7.259353 s; user: 7.259171 s
