Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.021021 s; user: 0.020948 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.008211 s; user: 0.008213 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.009556 s; user: 0.009058 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.039131 s; user: 0.039065 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.036655 s; user: 0.032596 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.025231 s; user: 0.025232 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.116884 s; user: 0.116887 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.086539 s; user: 0.086541 s
Testing UnsaturatedSolinas 2^158-15 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 3; s := 365375409332725729550921208179070754913983135744; c := [(1, 15)]; idxs := [0, 1, 2, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.092873 s; user: 0.092876 s
