Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.134201 s; user: 0.134204 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.059637 s; user: 0.059640 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.062088 s; user: 0.062090 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.278008 s; user: 0.278012 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.176776 s; user: 0.176779 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.190005 s; user: 0.189999 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.844799 s; user: 0.844769 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.653977 s; user: 0.653973 s
Testing UnsaturatedSolinas 2^191-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 8; s := 3138550867693340381917894711603833208051177722232017256448; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.683036 s; user: 0.683033 s
