Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.330346 s; user: 1.330347 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.507362 s; user: 0.507356 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.537059 s; user: 0.537055 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 2.136335 s; user: 2.136322 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.214649 s; user: 1.214649 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.246750 s; user: 1.246745 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 5.075052 s; user: 5.075063 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 3.872705 s; user: 3.872692 s
Testing UnsaturatedSolinas 2^383-31 (bitwidth = 32 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 16; s := 19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153408; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 3.940333 s; user: 3.940328 s
