Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.210586 s; user: 0.210589 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.073789 s; user: 0.073791 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.076924 s; user: 0.076927 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.320822 s; user: 0.320825 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.160932 s; user: 0.160934 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.174784 s; user: 0.174778 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.737218 s; user: 0.737187 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.507783 s; user: 0.507776 s
Testing UnsaturatedSolinas 2^401-31 (bitwidth = 64 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752; c := [(1, 31)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.537840 s; user: 0.537846 s
