Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.203241 s; user: 0.203243 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.087417 s; user: 0.087420 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.088183 s; user: 0.088187 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.387369 s; user: 0.387363 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.242875 s; user: 0.242879 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.256213 s; user: 0.256216 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.116730 s; user: 1.116723 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.864129 s; user: 0.864125 s
Testing UnsaturatedSolinas 2^243-9 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 9; s := 14134776518227074636666380005943348126619871175004951664972849610340958208; c := [(1, 9)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.907240 s; user: 0.907238 s
