Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.098176 s; user: 0.098177 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.042087 s; user: 0.042087 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.045040 s; user: 0.045042 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.201099 s; user: 0.201102 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.125696 s; user: 0.125697 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.138896 s; user: 0.138899 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.621348 s; user: 0.621343 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.485852 s; user: 0.485857 s
Testing UnsaturatedSolinas 2^171-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 7; s := 2993155353253689176481146537402947624255349848014848; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.505018 s; user: 0.505007 s
