Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.271344 s; user: 0.271346 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.114642 s; user: 0.114644 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = precomputed_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.118782 s; user: 0.118785 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.508259 s; user: 0.508253 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.317352 s; user: 0.317358 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_decision_tree ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 0.334018 s; user: 0.333988 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFullToStringsOf with extraction OCaml: real: 1.452306 s; user: 1.452290 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatNBEOf with extraction OCaml: real: 1.124091 s; user: 1.124082 s
Testing UnsaturatedSolinas 2^255-19 (bitwidth = 32 ) (index = 0 ) (method = unreduced_naive ) (params = {| n := 10; s := 57896044618658097711785492504343953926634992332820282019728792003956564819968; c := [(1, 19)]; idxs := [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]; machine_wordsize := 32|} ) PipelineFlatArithOf with extraction OCaml: real: 1.156707 s; user: 1.156707 s
