Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.030961 s; user: 0.030962 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.012906 s; user: 0.012908 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = precomputed_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.014494 s; user: 0.014495 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.060910 s; user: 0.060844 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.037443 s; user: 0.037445 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_decision_tree ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.042151 s; user: 0.042026 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFullToStringsOf with extraction OCaml: real: 0.195122 s; user: 0.194925 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatNBEOf with extraction OCaml: real: 0.147377 s; user: 0.147315 s
Testing UnsaturatedSolinas 2^140-27 (bitwidth = 64 ) (index = 1 ) (method = unreduced_naive ) (params = {| n := 4; s := 1393796574908163946345982392040522594123776; c := [(1, 27)]; idxs := [0, 1, 2, 3, 0, 1]; machine_wordsize := 64|} ) PipelineFlatArithOf with extraction OCaml: real: 0.157548 s; user: 0.157251 s
